Soil pH,Soil Texture,Wind Speed (m/s),Humidity (%),Is Crop,Start,End,Is Previous Crop,Yield of Previous Crop (kg/ha),Crop Growth Stage,Rainfall Confidence (%),Is Planting Month,Crop to Plant,Water Management,Pest Control Recommendation,Optimal Planting Time
6.3,Clay,7.86,63.74,Tea,1,12,Okra (Lady's Finger),4385.88,Vegetative,72,6,Rice,Natural moisture retention is sufficient; monitor conditions.,Windy conditions; monitor for pests but spraying may be less effective.,Plant immediately.
5.6,Clay,1.5,40.22,Eggplant (Brinjal),8,10,Cabbages,448.91,Vegetative,95,1,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Optimal time to spray; consider preventive measures.,Plant immediately if conditions allow.
5.6,Loamy,0.08,30.12,Cassava,1,12,Zucchini,4533.79,Vegetative,57,1,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Delay planting for two weeks.
5.1,Loamy,0.41,74.01,Okra (Lady's Finger),7,9,Avocados,180.29,Mature,41,11,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.2,Clay,6.51,34.13,Cucumbers,8,10,"Tropical Fruits (Papaya, Guava, etc.)",380.8,Mature,90,3,Rice,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.8,Clay,4.02,91.28,Avocados,5,9,Watermelon,4071.74,Vegetative,19,8,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for at least a month.
6.3,Clay,1.0,56.73,Pumpkins,7,9,Tomatoes,2093.91,Mature,95,12,Rice,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.0,Clay,9.83,91.77,Chili Peppers,8,10,Zucchini,2977.7,Vegetative,5,3,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
6.3,Loamy,2.84,85.93,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Eggplant (Brinjal),2553.78,Vegetative,42,10,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.9,Loamy,7.66,84.79,Chili Peppers,8,10,Pineapples,3139.67,Vegetative,7,4,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.0,Loamy,3.62,78.16,Spinach,5,7,Rice,708.36,Vegetative,82,1,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
6.7,Loamy,0.36,57.1,Cabbages,6,9,Cassava,609.08,Vegetative,74,9,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.2,Clay,5.1,90.4,Onions,7,9,Eggplant (Brinjal),2029.14,Mature,58,8,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for a week.
6.7,Loamy,8.49,80.93,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Sorghum,3488.07,Vegetative,73,7,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
5.9,Loamy,5.51,91.44,Bitter Kola,1,12,Potatoes,4393.27,Mature,79,5,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.5,Loamy,0.74,50.88,Zucchini,9,11,Chili Peppers,3384.03,Vegetative,32,3,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
6.0,Loamy,2.36,38.87,Chili Peppers,8,10,Potatoes,2831.04,Vegetative,7,9,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.8,Clay,6.15,37.52,Bitter Kola,1,12,Okra (Lady's Finger),3931.84,Mature,17,12,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.3,Clay,0.93,68.39,Tomatoes,7,9,Sorghum,3849.26,Vegetative,58,11,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
6.2,Clay,7.87,99.45,Cassava,1,12,Avocados,152.0,Mature,62,10,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for a week.
5.2,Loamy,3.43,59.28,Eggplant (Brinjal),8,10,Tomatoes,2021.06,Vegetative,62,2,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately if conditions allow.
6.7,Loamy,9.53,64.68,Potatoes,2,4,Onions,4638.36,Mature,74,3,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.0,Loamy,7.32,65.94,Beans,8,10,Watermelon,2287.99,Mature,79,4,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.7,Clay,9.99,49.6,Avocados,5,9,Onions,1422.02,Vegetative,87,9,Rice,Natural moisture retention is sufficient; monitor conditions.,Windy conditions; monitor for pests but spraying may be less effective.,Plant immediately.
6.4,Loamy,9.16,75.89,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Bitter Kola,2611.21,Vegetative,69,4,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for a week.
6.9,Loamy,0.86,83.76,Coffee,1,12,Tea,570.02,Vegetative,85,6,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
5.1,Loamy,6.75,47.21,Chili Peppers,8,10,Cassava,688.85,Mature,42,3,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.8,Clay,0.85,82.89,Onions,7,9,Lettuce,3981.24,Mature,33,8,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.6,Loamy,6.93,44.93,Chili Peppers,8,10,Okra (Lady's Finger),2567.49,Mature,97,6,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.6,Clay,4.47,89.17,Zucchini,9,11,Watermelon,727.31,Mature,19,12,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.7,Loamy,7.53,83.83,Tea,1,12,Chili Peppers,3012.86,Vegetative,71,9,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
5.7,Clay,1.8,92.94,Sorghum,3,5,Potatoes,4415.11,Mature,69,7,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
6.0,Clay,2.0,83.33,Sorghum,3,5,Rice,4359.8,Vegetative,1,11,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.3,Loamy,3.56,99.99,Onions,7,9,Chili Peppers,4698.72,Vegetative,73,7,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
5.1,Loamy,4.67,43.51,Groundnuts (Peanuts),1,12,Cassava,2485.43,Vegetative,99,7,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.1,Clay,1.22,91.86,Pigeon Peas,1,12,Zucchini,4845.45,Vegetative,15,4,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
5.8,Loamy,8.55,63.09,Coffee,1,12,Pumpkins,4253.52,Mature,22,8,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
7.0,Clay,3.4,64.58,Tea,1,12,Spinach,3719.75,Vegetative,13,5,Rice,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Delay planting for at least a month.
5.5,Loamy,1.07,59.01,Cassava,1,12,Spinach,3546.41,Vegetative,78,10,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.0,Clay,6.75,37.32,Tomatoes,7,9,Watermelon,3697.82,Vegetative,43,7,Rice,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Delay planting for at least a month.
5.0,Clay,0.11,88.85,Sorghum,3,5,Mangoes,291.9,Mature,43,8,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.2,Loamy,7.2,91.74,Rice,4,6,Tea,3010.72,Mature,56,2,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.9,Clay,8.82,85.32,Rice,4,6,Tomatoes,259.04,Mature,85,1,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.7,Loamy,4.99,68.71,Pineapples,1,12,Okra (Lady's Finger),1648.66,Vegetative,77,11,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.0,Loamy,1.78,36.76,Cabbages,6,9,Watermelon,3318.29,Mature,19,11,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.3,Clay,4.62,43.2,Lettuce,5,7,Sorghum,2413.58,Vegetative,86,8,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.7,Clay,0.21,85.97,Sweet Potatoes,9,11,Pigeon Peas,2937.58,Vegetative,19,2,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
6.1,Loamy,3.3,95.34,Rice,4,6,Eggplant (Brinjal),3670.0,Mature,93,12,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.9,Clay,9.53,87.45,Potatoes,2,4,Pumpkins,4227.79,Vegetative,51,1,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
5.7,Loamy,3.43,51.17,Onions,7,9,Sweet Potatoes,768.4,Vegetative,84,9,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
5.9,Clay,5.36,57.42,Spinach,5,7,Potatoes,444.69,Vegetative,69,1,Potatoes,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Consider planting a different crop.
5.3,Clay,2.74,92.78,Cassava,1,12,Onions,2703.07,Mature,98,2,Rice,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.4,Clay,5.88,45.18,Cabbages,6,9,Pigeon Peas,2298.57,Mature,63,3,Maize,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.3,Loamy,9.11,83.01,Maize,3,5,Coffee,4902.43,Mature,97,6,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.3,Loamy,4.8,72.73,Groundnuts (Peanuts),1,12,Cucumbers,469.65,Mature,81,8,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.1,Loamy,1.96,99.05,Chili Peppers,8,10,Cabbages,2967.28,Mature,59,6,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.9,Loamy,3.4,89.54,Chili Peppers,8,10,Bitter Kola,2459.08,Vegetative,13,2,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
5.8,Clay,9.69,94.17,Chili Peppers,8,10,Avocados,2051.11,Vegetative,66,7,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.8,Loamy,1.6,92.76,Sorghum,3,5,Rice,597.87,Mature,59,5,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for two weeks.
6.3,Loamy,8.78,91.3,Spinach,5,7,Tea,2162.29,Mature,21,1,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.4,Loamy,7.35,50.88,Potatoes,2,4,Bananas,4722.28,Mature,29,10,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
